id,name,type,model,description,price,length_cm,height_cm,width_cm,weight_kg,technical_specs,technical_doc,confidence_score,retries_number
01K095TY832HMKF2XG2E6NF7BJ,MARKBASS - LITTLE MARK III,Tête Basse,LITTLE MARK III,"Le Markbass Little Mark III est un ampli compact et léger offrant une puissance de 500W sous 4 ohms, reconnu pour sa sonorité naturelle et chaleureuse qui restitue fidèlement le ton de la basse. Il intègre un préampli solide et un égaliseur 4 bandes précis, avec des fonctions avancées comme un DI à niveau réglable et un switch pré/post EQ, idéal pour le live comme pour le studio. Son format réduit favorise une grande portabilité sans compromis sur la qualité sonore.",1350,0,0,0,0,"{'Puissance de sortie': '500 W RMS à 4 ohms / 300 W RMS à 8 ohms', ""Impédance d'entrée"": '500 kOhms, tension max 15 Vpp', ""Impédance d'entrée équilibrée (XLR)"": '100 kOhms, tension max 25 Vpp', ""Impédance retour d'effet"": '33 kOhms, tension max 10 Vpp', 'Égalisation': {'Low': 'Fréquence centrale 60 Hz, niveau ±16 dB', 'Low Mid': 'Fréquence centrale 360 Hz, niveau ±16 dB', 'High Mid': 'Fréquence centrale 800 Hz, niveau ±16 dB', 'High': '5 kHz shelf, niveau ±16 dB', 'VPF (filtre pré façonné variable)': 'Fréquence centrale 380 Hz (cut)', 'VLE (émulateur haut-parleur vintage)': '250 Hz à 20 kHz (cut)'}, 'Contrôles': ['Gain : -60 dB à +23 dB', 'Master Volume', 'Niveau Line Out', 'Interrupteur Ground Lift', 'Sélecteur Pre/Post EQ'], 'Sorties': {'Line Out': 'XLR équilibré, tension max 20 Vpp', 'Send Effet': 'Unbalanced, tension max 20 Vpp (pre-EQ)', 'Tuner Out': 'Unbalanced, tension max 2 Vpp', 'Sortie haut-parleur': 'Combo Speakon / jack 1/4""'}}",https://www.markbass.it/product/little-mark-iii/,80.0,6
01K095V0VDH1BYPK83ASG972YH,MARKBASS  - TTE500 RANDY JACKSON,Tête Basse,TTE500 RANDY JACKSON,"L’ampli Markbass TTE500 Randy Jackson Signature associe le son vintage à la fiabilité moderne avec un préampli à lampes complet, un compresseur à lampes, un EQ passif 3 bandes et un filtre « Colour » tube, offrant une puissance de 500W avec une émulation innovante de l’amplification à lampes.",500,0,20.0,48.0,5.7,"{'Puissance': '500 W sous 4 ohms, 300 W sous 8 ohms', 'Préamplificateur': 'à lampes (3x ECC83 + 1x ECC81 pour le compresseur)', 'Amplificateur de puissance': 'analogique avec technologie Tube Technology Emulator (TTE)', 'Égalisation': 'passive 3 bandes (basses, médiums, aigus)', 'Contrôles supplémentaires': ""Compresseur, filtre 'Colour' tube-driven (adaptation tube du contrôle VLE)"", 'Sorties': '2 sorties haut-parleurs Speakon combo, Sortie ligne XLR', 'Impédance minimum recommandée': '4 ohms', 'Type de construction': ""Tête d'amplificateur compacte avec alimentation digitale spéciale Markbass"", 'Poids': '6 kg'}",https://www.markbass.it/product/tte-500/,80.0,6
01K095V3E01FV04XR4JP3XDHYD,MARKBASS  - MOMARK TA500,Tête Basse,MOMARK TA500,"Markbass MoMark TA 500 est une tête d’amplificateur basse modulaire alliant une puissance analogique de 500W et une grande polyvalence grâce à ses modules interchangeables. Elle intègre un préampli à lampe, un égaliseur 4 bandes avec réglages semi-paramétriques, ainsi qu’un limiteur bi-bande très performant, offrant un son chaleureux, précis et organique. Son système modulable permet d’adapter facilement le son à différents styles et situations de jeu.",680,0,0,0,0,"{'Préamplificateur': 'T1M à lampe avec mute switch et réponse en fréquence ultra-linéaire', 'Égaliseur': 'Eq42S à 4 bandes avec 2 contrôles semi-paramétriques', 'Contrôles Master': 'Contrôle de niveau principal et contrôle de niveau Line Out', 'Filtres': 'VLE (Vintage Loudspeaker Emulator) et VPF (Variable Pre-shape Filter)', 'Limiteur': 'Bi-band high-tech révolutionnaire', 'Amplificateur de puissance': 'Analogique, 500 W sous 4 Ohms / 300 W sous 8 Ohms', 'Alimentation': 'Alimentation numérique personnalisée', 'Type': ""Tête d'amplificateur modulaire avec modules interchangeables""}",https://www.markbass.it/product/momark-ta-500/,80.0,6
01K095V61WXHTBEVE2Z7W9911E,MARKBASS  - SA450,Tête Basse,SA450,"La Markbass SA450 est une tête d'amplification professionnelle compacte et légère, réputée pour sa polyvalence et sa grande précision sonore. Elle offre une puissance de 300W RMS sous 8 ohms et 500W sous 4 ohms, avec un préampli à transistors délivrant un son naturel et chaleureux. Son égaliseur 4 bandes inclut deux médiums semi-paramétriques, permettant un réglage fin du ton, complété par un filtre VPF et une simulation VLE pour des textures vintage. Elle intègre aussi des sorties balanced XLR et des fonctions pratiques comme un effet send/return, un tuner out, et un switch ground lift, rendant cet ampli idéal pour la scène et l'enregistrement. Sa simplicité de prise en main et ses fonctionnalités avancées en font un choix sûr pour bassistes exigeants.",1300,0,0,0,0,"{""Impédance d'entrée"": '500 kOhm, max. tension 9 Vpp', ""Impédance retour d'effet"": '33 kOhm, max. tension 12 Vpp', 'Puissance de sortie': '300 W RMS à 8 ohms, 500 W RMS à 4 ohms', 'Égalisation': {'LOW': 'Fréquence centrale 40 Hz, niveau ±16 dB', 'LOW-MID': 'Semi-paramétrique, fréquence 100-800 Hz, niveau ±16 dB', 'HIGH-MID': 'Semi-paramétrique, fréquence 700 Hz - 6 kHz, niveau ±16 dB', 'HIGH': 'Étagère à 10 kHz, niveau ±16 dB', 'VPF (Filtre pré-configuré variable)': 'Fréquence centrale 380 Hz (coupe)', 'VLE (Émulateur haut-parleur vintage)': 'Coupe 250 Hz - 20 kHz'}, 'Contrôles': {'GAIN': '-80 dB à +25 dB', 'Volume maître': 'Oui', 'Sortie ligne': 'Contrôle de niveau en façade', 'Switch pré/post EQ': 'Oui, sur panneau arrière', 'Switch ground lift': 'Oui, sur panneau arrière'}, 'Connectiques': {'EFFECT SEND': 'Non équilibrée, max. tension 12 Vpp (pré-EQ)', 'EFFECT RETURN': 'Non équilibrée, max. tension 12 Vpp', 'TUNER OUT': 'Non équilibrée, max. tension 2 Vpp', 'LINE OUT': 'Symétrique XLR, max. tension 25 Vpp', 'SPEAKER OUT': 'Speakon et jack 1/4""'}, 'Alimentation': '100/120 V; 230 V; 240 V, 50/60 Hz (pré-réglé selon région)'}",https://www.markbass.it/product/sa-450/,80.0,6
01K095V8N7K0QV5G142SF3TMB1,MESA BOOGIE  - 400 PLUS,Tête Basse,400 PLUS,"Le Mesa Boogie 400 Plus est un ampli basse tout à lampes de 500 watts avec une puissance fiable grâce à ses 12 tubes 6L6 et 4 tubes 12AX7. Il offre deux entrées indépendantes adaptées aux basses actives et passives, un égaliseur graphique 7 bandes paramétrique et une boucle d’effets blendable pour une grande flexibilité sonore. Son design robuste et son ventilateur à vitesse réglable assurent une durabilité et un son puissant, idéal pour les musiciens exigeants recherchant précision, attaque et dynamique.",9,48.3,13.3,35.6,19.5,"{'Puissance de sortie': '500 W à 2 Ohms', 'Amplification': 'Tout lampe (tube), Class A/B', 'Tubes de puissance': '12 x 6L6', 'Tubes de préampli': '4 x 12AX7', 'Polarisation': 'Fixe (Fixed Bias)', ""Nombre d'entrées"": '2 (une pour basse active, une pour basse passive)', 'Contrôles de volume': 'Indépendants pour chaque entrée avec fonction Pull Bright', 'Égaliseur': 'Égaliseur graphique 7 bandes, footswitchable', 'Contrôles de tonalité': 'Rotatifs traditionnels adaptés pour basse avec switches Pull Shift pour étendre la plage', ""Boucle d'effets"": ""Double boucle d'effets blendable avec points de connexion avant et arrière"", 'Sorties': 'Sortie slave, sortie XLR équilibrée 600 Ohms', 'Ventilation': 'Ventilateur avec bouton de contrôle de vitesse à 3 positions', 'Caractéristiques supplémentaires': ""Sensibilité de boucle d'effets réglable par Master et égaliseur graphique""}",https://legacy.mesaboogie.com/support/out-of-production/bass-400.html,96.73,1
01K095VBAP32XRM3VJY1JBF1EH,ORANGE - AD200BMKIII,Tête Basse,AD200BMKIII,"L'Orange AD200B MKIII est une tête d'ampli basse à lampes puissante et simple d'utilisation, délivrant 200 watts grâce à ses quatre lampes 6550. Son EQ 3 bandes permet un réglage précis pour un son à la fois chaud, dynamique et clair, adapté à tous styles et types de basses actifs ou passifs. Il excelle par sa capacité à restituer un bas profond et un médium bien défini, offrant une grande musicalité et une forte présence sur scène.",3500,55.0,27.0,28.0,26.25,"{'Puissance de sortie': '200 Watts', 'Type de lampes de puissance': '4 x 6550 (KT88)', 'Lampes préampli': '2 x 12AX7 (ECC83), 1 x 12AT7 (ECC81)', 'Étages': 'Préampli à lampes, redresseur à semi-conducteurs', 'Impédance de sortie': '1 x 8 Ohms, 1 x 4 Ohms, ou 2 x 8 Ohms (via 4 Ohms outputs)', 'Égaliseur': 'Égaliseur 3 bandes (Graves, Médiums, Aigus)', 'Contrôles': 'Master volume, Gain, Égaliseur 3 bandes', 'Entrées': 'Entrée basse active/passive', ""Type d'amplificateur"": ""Tête d'amplificateur à lampes (valves)"", 'Dimensionnel': 'Compact et robuste, poids environ 26 kg', 'Autres caractéristiques': 'Son pur à lampes, gain polyvalent, conçu pour une large palette de styles et de sons', 'Connectique haut-parleur': 'Sorties jack pour baffles 8 Ohm ou 4 Ohm'}",https://www.zikinf.com/manuels/orange-ad200-bass-mk-3-manuel-utilisateur-en-41732.pdf,98.8,N/A
01K095VDYGS0565BXGYBBSAHYZ,SWR  - SM400,Tête Basse,SM400,"Le SWR SM 400 est une tête d'amplification basse combinant un préampli tout à lampes avec un limiteur à transistors à effet de champ et deux amplis de puissance indépendants à transistors discrets. Il offre une puissance maximale de 400W en mode ponté, une égalisation graphique 4 bandes semi-paramétrique, un crossover électronique réglable et la possibilité de fonctionner en mode stéréo ou bi-amplification pour une grande flexibilité sonore. Ce modèle est apprécié pour sa tonalité chaude et précise, adaptée à une large palette de styles et compatible avec les enceintes SWR Goliath II.",5,0,8.9,48.3,11.3,"{'Puissance': '400 W en mode ponté à 8 Ohms, 420-440 W à 4 Ohms', 'Type de préamplificateur': 'Vanne (tube) 12AX7', 'Limiteur': 'À transistors à effet de champ (Field Effect Transistors)', 'Égalisation': 'Égaliseur graphique 4 bandes', 'Contrôles tonaux': 'Graves, aigus, contrôle du crossover variable', 'Entrées': 'Entrées Hi et Low Gain', 'Sorties': 'Sortie XLR équilibrée commutable Direct/Line Out, sorties haut-parleurs (mono et stéréo), sorties Cross-Over haut et bas', 'Fonctions particulières': ""Amplificateurs de puissance bi-amplifiés pouvant fonctionner en mode stéréo ou ponté, aural enhancer, boucle d'effet mono et stéréo"", 'Impédance': ""Compatible avec 4 ou 8 Ohms selon le mode d'utilisation"", 'Dimensions rack': 'Format rack standard'}",https://www.zikinf.com/manuels/swr-sm-400-manuel-utilisateur-en-29823.pdf,80.0,6
01K095VGJ4RDGY0DGBYZ1ZPM95,SWR  - SM500,Tête Basse,SM500,"Le SWR SM500 est une tête d’ampli basse polyvalente offrant une puissance de 500 watts en mode mono (4 ohms) ou 250 watts par canal en stéréo. Il intègre un préampli à lampe 12AX7, un égaliseur paramétrique 4 bandes précis avec réglages de basses, aigus et transparence, un limiteur ajustable et un Aural Enhancer pour optimiser le son. Sa conception combine puissance, clarté et contrôle tonal pour s’adapter à tous styles et configurations.",800,48.26,8.89,34.0,9.07,"{'Puissance': '500 W en mode mono ponté à 4 Ohms, 400 W à 8 Ohms, 250 W à 16 Ohms ; en mode stéréo 250 W par canal à 4 Ohms, 300 W par canal à 2 Ohms, 150 W par canal à 8 Ohms', 'Réponse en fréquence': '10 Hz - 40 kHz (amplificateur de puissance)', 'Égaliseur': 'Égaliseur paramétrique 4 bandes avec contrôle de Bass (+/-15 dB à 80 Hz), Treble (+/-15 dB à 2 kHz), et contrôles de transparence', 'Préamplificateur': 'Tube 12AX7', 'Contrôles': 'Gain avec indicateur LED de saturation, limiteur avec seuil variable, Aural Enhancer', 'Entrées': 'Deux entrées indépendantes compatibles avec instruments actifs et passifs', 'Mode de fonctionnement': 'Mono ponté ou stéréo', 'Ventilation': 'Ventilateur intégré pour refroidissement'}",https://www.manualslib.com/manual/1311699/Swr-Sm-500.html,94.58,3
01K095VK652VQS8478ER4GHKE1,SWR  - SM900,Tête Basse,SM900,"Le SWR SM900 est une tête d'amplificateur basse hybride puissante offrant 900 watts en mode mono ponté ou 400 watts par canal en stéréo. Il combine la chaleur d'un préamplificateur à lampes SWR avec deux amplificateurs de puissance, proposant une grande flexibilité pour le réglage du son grâce à ses égaliseurs semi-paramétriques doubles à trois bandes, qui peuvent être fusionnés en une configuration à six bandes pour un contrôle très précis du timbre. Ses fonctionnalités pro incluent un limiteur variable, une sortie XLR de qualité studio, un boucle d'effets stéréo/mono, ainsi qu'une capacité bi-ampli avec filtres croisés ajustables, faisant de lui un choix prisé pour la scène et le studio. Compact en rack (2U), il est renommé pour sa fiabilité et son excellence sonore sur les plus grandes scènes internationales.",1800,48.3,8.9,34.9,15.9,"{'Puissance': '900 W en mono bridge à 4 ohms, 650 W à 8 ohms, 400 W par canal en stéréo à 4 ohms, 240 W par canal à 8 ohms', 'Tubes': '12AX7 (préampli)', 'Égaliseur': 'Double égaliseur semi-paramétrique 3 bandes, combinable en 6 bandes', 'Réponse en fréquence': 'De -3 dB à 20 Hz - 40 kHz', ""Impédance d'entrée"": ""Passif/Actif : 800 kOhms; Actif seul : 60 kOhms; Retour d'effets : 27 kOhms"", 'Impédance de sortie': ""Send d'effets : 100 ohms; Tuner send : 100 ohms; Sortie XLR équilibrée : 750 ohms; Sorties crossover haut/bas : 100 ohms"", 'Rapport signal/bruit': '≥ 75 dB', 'Distorsion harmonique totale': '0.03% (à pleine puissance, retour effets)', 'Limiteur': 'Variable avec contrôle de seuil', ""Boucle d'effets"": 'Stéréo/mono, avec contrôle de mélange', 'Connectique': 'Entrées passives et actives 1/4"", sorties haut-parleurs Speakon et jack 1/4"", XLR balance pour sortie ligne, tuner send, effets send/return', 'Fonctionnalités supplémentaires': 'Mode bi-amp avec sorties crossover haut et bas, EQ canal sélectionnable par footswitch, entrée tuner, réglage de balance et blend effets'}",https://www.bplsv.com/manfacturers/backline/manual/amps/swr/SM900_OM.pdf,95.76,2
01K095VNVHD34FSCAG27FE2TGM,SWR - 750X,Tête Basse,750X,"Le SWR 750X est une tête d'amplificateur basse puissante et polyvalente offrant 750 watts en charge 4 ohms avec une technologie Subwave pour un signal d'octave précis et un overdrive intégré basé sur un préampli à lampe 12AX7 pour des sons allant du crunch subtil au growl agressif. Il comprend un égaliseur variable, un limiteur ajustable, une boucle d'effets sidechain, une sortie XLR équilibrée et un footswitch dédié, garantissant une grande flexibilité sur scène comme en studio.",1230,48.26,13.65,38.1,14.06,"{'Puissance de sortie': '850 W à 2,6 ohms, 750 W à 4 ohms, 425 W à 8 ohms', 'Réponse en fréquence': '20 Hz - 40 kHz (@ 850 W RMS)', 'Impédance minimale': '2,6 ohms', 'Préampli': 'Tube 12AX7', 'Contrôles': 'Gain, Subwave (suboctave), Overdrive (Drive et Level), EQ 3 bandes avec paramétrique sur le médium, Limiteur variable', 'Entrées': '2 jacks indépendants compatibles active/passive', 'Sorties': ""Sortie préampli, boucle d'effets sidechain, sortie XLR équilibrée, tuner send, switch speaker on/off"", 'Fonctions supplémentaires': 'Pull Turbo sur basses, pull Transparency, blend EFX, indicateur LED de saturation', 'Connectique': 'Pieds de micro custom fournis, alimentation secteur avec fusible 3AG 10A ou 5A selon voltage', 'Dimensions': '48.3 cm x 13.7 cm x 38.1 cm (19"" x 5.38"" x 15"")', 'Poids': '14 kg (31 lbs)'}",https://www.zikinf.com/manuels/swr-750x-manuel-utilisateur-en-29821.pdf,96.09,1
01K095VRFNKP34G5C39DMPDW93,TC ELECTRONIC  - RH750,Tête Basse,RH750,"Ampli basse compact de 750W, le TC Electronic RH750 propose un son polyvalent avec un égaliseur semi-paramétrique 4 bandes, une compression multibande SpectraComp, une émulation de préampli et ampli à lampe TubeTone, ainsi qu’un contrôle TweeterTone pour des aigus précis et modernes. Il intègre un accordeur chromatique toujours actif et permet de conserver jusqu’à 3 presets utilisateurs. Sa conception légère et ses fonctionnalités avancées en font un outil idéal pour la scène et le studio.",1395,27.5,6.6,29.0,2.6,"{'Puissance': '750 W (1200 W en crête)', 'Impédance minimale': '4 Ohms', ""Type d'amplification"": 'Classe D', 'Égalisation': '4 bandes semi-paramétriques (Graves, Bas-Médium, Haut-Médium, Aigus)', 'Plage fréquence Bas-Médium': '100 Hz à 1600 Hz (centre ajustable, défaut 400 Hz)', 'Plage fréquence Haut-Médium': '200 Hz à 3150 Hz (centre ajustable, défaut 800 Hz)', 'Plage fréquence Aigus': '400 Hz à 6300 Hz (centre ajustable, défaut 4000 Hz)', 'Réglage de gain par bande': '-24 dB à +15 dB', 'Compresseur': 'SpectraComp - compression multi-bandes avec contrôle indépendant des basses, médiums et aigus', 'Contrôle TubeTone': 'Émulation des préamplis et amplis à lampes', 'TweeterTone': 'Contrôle du niveau du tweeter en façade pour des aigus modernes et précis', 'Préréglages utilisateurs': '3 presets mémorisables', 'Accordeur': 'Accordeur chromatique intégré, toujours actif, avec référence ajustable de 438 à 445 Hz (par défaut 440 Hz)', 'Connectique': {'Sortie haut-parleur': 'SpeakON/Jack 1/4"" combo', 'Entrée AUX': 'Jack 3,5 mm pour source externe', 'Insert': ""Boucle d'effets ou liaison ampli"", 'DI': 'Sortie DI symétrique transformée', 'Sortie numérique': 'AES/EBU 96 kHz', 'Sortie casque': 'Jack 1/4""', 'Alimentation': '100-240 VAC auto-sense'}}",https://c3.zzounds.com/media/RH750_US-0801c7de20e89fa95554e5c705f0d0c6.pdf,91.62,1
01K095VV3HPDP0QTPYVEZZDVH9,TRACE ELLIOT  - AH1000,Tête Basse,AH1000,"Le Trace Elliot AH1000 est une tête d'amplification basse puissante de 1000 watts (2x500W) équipée d'un égaliseur graphique 12 bandes, d'un préampli valve pour la chaleur et la saturation, ainsi que d'un compresseur double bande. Il offre une grande flexibilité grâce à six fonctions commutables au pied, dont pré-sélection, overdrive, boucle d'effets sophistiquée et mute de sortie, garantissant un contrôle optimal du son pour les musiciens exigeants. Il utilise la technologie MOSFET pour l'étage de puissance, combinée à des étages valve pour le conditionnement du signal, offrant un son riche et dynamique, idéal pour scène et studio.",1800,0,0,0,10.0,"{'Puissance de sortie': '1000 W (2 x 500 W)', ""Type d'amplification"": 'MOSFET avec étages drivers à lampe (valve) en préampli', 'Égaliseur': 'Graphique 12 bandes', 'Compresseur': 'Compresseur à double bande avec réglages séparés pour les hautes et basses fréquences', 'Fonctionnalités footswitchables': ""6 fonctionnalités (pre-shape, valve, égaliseur 12 bandes, compresseur double bande, boucle d'effets sophistiquée, mute de sortie)"", ""Boucle d'effets"": 'Sorties hi-pass, lo-pass, full range; retours gauche/droite/mono; switch série/parallèle; contrôle du niveau de boucle', 'Sorties': 'Sortie DI XLR symétrique pré-égaliseur et post-préampli (gauche et droite), sorties ligne gauche et droite', 'Entrées': '2 (active et passive)', 'Couleur du son': 'Chauffage à lampe avec overdrive possible via fonction valve', 'Poids': '10 kg'}",https://sandmanguitarcentre.com/product/trace-elliot-te-ah1000-12-bass-head-12-band-preamp-2-x-500w-power-stage/,80.0,6
01K095VXRBZJRW4NRSCTWW4NBG,TRACE ELLIOT  - AH350SMX,Tête Basse,AH350SMX,"Le Trace Elliot AH350SMX est une tête d'amplificateur basse hybride à lampes et transistors développant 350 watts sous 4 ohms. Il embarque un préampli GP12 SMX avec égaliseur graphique 12 bandes, une compression dual-bande, des entrées passives/actives commutables ainsi qu'une sortie DI symétrique, offrant un son clair, punchy et une grande flexibilité de réglages pour sculpter le ton. Robustesse et polyvalence studio/scène font sa force.",700,48.0,0,0,0,"{'Puissance': ""350 W à 4 Ω (nominale), jusqu'à 700 W en mode bridge"", 'Préamplification': 'Hybride tube et état solide (GP12 SMX) avec émulateur de tube', 'Égaliseur graphique': '12 bandes avec commande au panneau et footswitch', 'Compression': 'Double-bande (high et low frequency compression)', 'Entrées': 'Jack commutable actif / passif', 'Contrôles de gain': ""Gain d'entrée avec LED pic, contrôle de gain préampli à lampes et à transistors"", 'Pré-formages': 'Deux pré-shapes: 1) +6 dB à 50 Hz et 2 kHz, -6 dB à 400 Hz; 2) +5 dB à 100 Hz, +3 dB à 3 kHz, -5 dB à 650 Hz', 'Sortie DI': 'Balancée XLR, commutable pré / post égaliseur', 'Sortie accordeur': 'Sortie dédiée accordeur', 'Effets': 'Loop send/return', 'Impédance de sortie': 'Supporte des charges entre 2 et 8 Ω'}",https://www.manualslib.com/manual/720153/Trace-Elliot-Ah350smx.html,80.0,6
01K095W0D90WBYM000EKFMHWRF,TRACE ELLIOT  - AH500,Tête Basse,AH500,"Le Trace Elliot AH500 est une tête d’ampli basse puissante de 500W équipée d’un égaliseur graphique 7 bandes pour un réglage précis du son. Il intègre un compresseur auto-ajustable, un pré-shape activable au footswitch et une boucle d’effets en série. Sa sortie DI XLR équilibrée est configurable en pré ou post préampli, et la section de puissance utilise une technologie MOSFET très efficace pour délivrer un son clair et dynamique.",1200,0,0,0,0,"{'Puissance': '500 W sous 4 Ohms', 'Égaliseur graphique': '7 bandes', 'Compresseur': 'Automatique avec temps d’attaque et de relâchement programmés selon le signal', 'Sortie DI': 'Sortie XLR symétrique sélectionnable pré/post préampli', ""Boucle d'effets"": 'En série', 'Mute de sortie': 'Yes, activable par footswitch, coupe la sortie sauf la sortie accordeur', 'Préampli': 'Technologie MOSFET', 'Contrôle Preshape': 'Bouton footswitchable pour forme d’égalisation pré-amplification', 'Connectique': 'Entrée Jack, sorties haut-parleur, sortie casque (selon modèle standard), XLR DI, footswitch', 'Technologie de sortie': 'MOSFET haute efficacité', 'Dimensions (environ)': 'L 48.5 x H 13 x P 34 cm', 'Poids': '15 kg'}",https://www.manualslib.com/manual/1549104/Trace-Elliot-Ah5007.html,80.0,6
01K42SG0SAJ6FDXG41GMGQ6QBJ,ASHDOWN - AL-JJ500,Tête Basse,AL-JJ500,"L'Ashdown AL-JJ500 est une tête d'amplificateur basse signature Jean-Jacques Burnel, offrant une puissance puissante et propre de 575W RMS (900W en crête) pour une dynamique exceptionnelle et une réponse rapide. Elle dispose d'une sortie DI équilibrée, pré/post égalisation réglable, et d'une sortie accordeur avec mute pour plus de flexibilité en live ou en studio. Son design polyvalent combine robustesse et qualité sonore haut de gamme, idéale pour les bassistes exigeants.",460.0,48.0,10.0,38.0,7.0,"{'key': 'Effects Return', 'value': 'Impedance 10k Ohms / Level 0dBu nominal'}",https://d1aeri3ty3izns.cloudfront.net/media/17/170384/download_170384.pdf,94.52,3
01K42SG0ZJ2C12GV8C8J56FD6Q,EDEN - WT-PRO 600,Tête Basse,WTP600 World Tour Pro 600-Watt Bass Head,"L'Eden WTP600 est une tête d'ampli basse hybride compacte de 600 watts en mono, équipée d'un préampli à lampes avec contrôle de mixage tube, d'un compresseur studio réglable, d'un égaliseur semi-paramétrique 5 bandes et de sorties haut-parleur illuminées pour une utilisation flexible en tournée. Elle offre un son puissant, précis et modulable, avec des connectiques complètes pour faciliter la configuration sans matériel externe.",600.0,0,0,0,0,"{'key': 'compresseur studio complet', 'value': 'contrôle du ratio et de l’intensité, indicateur à 3 niveaux'}","https://mirm.ru/upload/iblock/b12/EDEN%20WT-500,%20WT-600,%20WT-800%20(EN",80.0,6
